"id1","id2","X_firstname_","X_lastname_","X_email_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match"
51513,70243,0,1,0,0,1,1,1,0,1,0,1,0,"0"
29014,40598,0,1,0,0,1,1,1,0,1,1,0,0,"0"
30146,81717,0,1,0,0,1,1,1,1,0,1,1,1,"0"
2175,15823,0,1,0,0,1,1,1,1,1,0,0,0,"0"
23402,50347,0,1,0,0,1,1,1,1,1,0,0,1,"0"
23949,52708,0,1,0,0,1,1,1,1,1,0,1,0,"0"
19513,40516,0,1,0,0,1,1,1,1,1,0,1,1,"0"
59944,63920,0,1,0,0,1,1,1,1,1,1,0,0,"0"
96452,96673,0,1,0,0,1,1,1,1,1,1,1,1,"1"
11117,63458,0,1,0,1,0,0,0,0,0,0,0,0,"0"
56795,78728,0,1,0,1,0,0,0,0,0,0,0,1,"0"
74886,89643,0,1,0,1,0,0,0,0,0,0,1,0,"0"
4750,66256,0,1,0,1,0,0,0,0,0,0,1,1,"0"
2621,77790,0,1,0,1,0,0,0,0,0,1,0,0,"0"
43124,52833,0,1,0,1,0,0,0,0,0,1,0,1,"0"
28438,29985,0,1,0,1,0,0,0,0,0,NA,NA,NA,"0"
6555,50267,0,1,0,1,0,0,0,0,1,0,0,0,"0"
28301,42235,0,1,0,1,0,0,0,1,0,0,0,0,"0"
75852,92325,0,1,0,1,0,0,0,1,0,0,0,1,"0"
9469,92514,0,1,0,1,0,0,0,1,0,0,1,0,"0"
37179,67507,0,1,0,1,0,0,0,1,0,0,1,1,"0"
7287,66242,0,1,0,1,0,0,0,1,0,1,0,0,"0"
51146,84248,0,1,0,1,0,0,0,1,0,1,1,0,"0"
69421,93195,0,1,0,1,0,0,0,1,1,0,0,0,"0"
19024,82380,0,1,0,1,0,0,1,0,0,0,0,0,"0"
18109,88261,0,1,0,1,0,0,1,0,0,0,0,1,"0"
3015,90842,0,1,0,1,0,0,1,0,0,0,1,0,"0"
8966,31683,0,1,0,1,0,0,1,0,0,1,0,0,"0"
17716,21928,0,1,0,1,0,0,1,0,1,0,0,0,"0"
16982,46172,0,1,0,1,0,0,1,0,1,0,1,0,"0"
24300,45598,0,1,0,1,0,0,1,0,1,1,0,0,"0"
16183,99157,0,1,0,1,0,0,1,1,0,0,0,0,"0"
15423,71336,0,1,0,1,0,0,1,1,0,1,0,0,"0"
7644,59541,0,1,0,1,0,0,1,1,1,0,0,0,"0"
3958,37941,0,1,0,1,0,0,1,1,1,0,0,1,"0"
84308,91322,0,1,0,1,0,0,1,1,1,0,1,0,"0"
7710,27476,0,1,0,1,0,1,0,0,0,0,0,0,"0"
37993,70583,0,1,0,1,0,1,0,0,0,0,0,1,"0"
29577,78666,0,1,0,1,0,1,0,0,0,0,1,0,"0"
70360,85764,0,1,0,1,0,1,0,0,0,1,0,0,"0"
38288,87826,0,1,0,1,0,1,0,0,1,0,0,0,"0"
22721,38420,0,1,0,1,0,1,0,1,1,0,0,0,"0"
22239,83913,0,1,0,1,0,1,0,1,1,0,1,0,"0"
16179,83787,0,1,0,1,0,1,0,1,1,1,0,0,"0"
15559,75509,0,1,0,1,0,1,1,0,1,0,0,0,"0"
22449,26877,0,1,0,1,0,1,1,0,1,0,0,1,"0"
76918,86447,0,1,0,1,0,1,1,0,1,0,1,0,"0"
30292,32079,0,1,0,1,0,1,1,1,0,1,1,1,"0"
44449,59070,0,1,0,1,0,1,1,1,1,0,0,0,"0"
74608,97052,0,1,0,1,0,1,1,1,1,0,0,1,"0"
66452,84320,0,1,0,1,0,1,1,1,1,0,1,0,"0"
23206,55644,0,1,0,1,0,1,1,1,1,1,0,0,"0"
42553,96843,0,1,0,1,0,1,1,1,1,1,1,0,"0"
36747,66996,0,1,0,1,1,0,0,0,0,0,0,0,"0"
4862,44022,0,1,0,1,1,0,0,0,0,0,0,1,"0"
60244,71747,0,1,0,1,1,0,0,0,0,NA,NA,NA,"0"
18988,27149,0,1,0,1,1,0,0,0,1,0,0,0,"0"
80749,82445,0,1,0,1,1,0,0,1,0,0,0,0,"0"
18149,96958,0,1,0,1,1,0,0,1,1,0,0,0,"0"
78176,86704,0,1,0,1,1,0,0,1,1,0,1,0,"0"
23372,40011,0,1,0,1,1,0,0,1,1,1,0,0,"0"
63520,71536,0,1,0,1,1,0,1,0,1,0,0,0,"0"
61716,83582,0,1,0,1,1,0,1,1,0,1,1,1,"0"
37381,60940,0,1,0,1,1,0,1,1,1,0,0,0,"0"
40484,45597,0,1,0,1,1,0,1,1,1,0,0,1,"0"
12974,71784,0,1,0,1,1,0,1,1,1,0,1,0,"0"
46691,65836,0,1,0,1,1,0,1,1,1,1,0,0,"0"
25998,91707,0,1,0,1,1,0,1,1,1,1,1,0,"0"
28169,91919,0,1,0,1,1,1,0,0,1,0,0,0,"0"
33706,91130,0,1,0,1,1,1,0,0,1,0,0,1,"0"
9570,68347,0,1,0,1,1,1,0,0,1,0,1,0,"0"
47286,96340,0,1,0,1,1,1,0,0,1,1,0,0,"0"
48254,54053,0,1,0,1,1,1,0,1,0,1,1,1,"0"
22363,25384,0,1,0,1,1,1,0,1,1,0,0,0,"0"
14569,99201,0,1,0,1,1,1,0,1,1,0,0,1,"0"
18527,39405,0,1,0,1,1,1,0,1,1,0,1,0,"0"
10798,54986,0,1,0,1,1,1,0,1,1,1,0,0,"0"
85075,99146,0,1,0,1,1,1,0,1,1,1,1,0,"0"
4749,54743,0,1,0,1,1,1,1,0,0,1,1,1,"0"
50292,86300,0,1,0,1,1,1,1,0,1,0,0,0,"0"
29960,62193,0,1,0,1,1,1,1,0,1,0,0,1,"0"
14745,39668,0,1,0,1,1,1,1,0,1,0,1,0,"0"
48468,78843,0,1,0,1,1,1,1,0,1,0,1,1,"0"
37673,89154,0,1,0,1,1,1,1,0,1,1,0,0,"0"
3751,7563,0,1,0,1,1,1,1,0,1,1,1,0,"0"
13515,45022,0,1,0,1,1,1,1,1,0,1,1,1,"0"
62320,86678,0,1,0,1,1,1,1,1,1,0,0,0,"0"
16728,50830,0,1,0,1,1,1,1,1,1,0,0,1,"0"
1830,54817,0,1,0,1,1,1,1,1,1,0,1,0,"0"
35707,74206,0,1,0,1,1,1,1,1,1,0,1,1,"0"
2355,14640,0,1,0,1,1,1,1,1,1,1,0,0,"0"
28243,33413,0,1,0,1,1,1,1,1,1,1,1,0,"0"
26070,29061,0,1,0,1,1,1,1,1,1,1,1,1,"1"
61368,79766,0,1,1,0,0,0,0,0,0,0,0,0,"0"
63470,86221,0,1,1,0,0,0,0,0,0,0,0,1,"0"
58765,79150,0,1,1,0,0,0,0,0,0,0,1,0,"0"
37301,50013,0,1,1,0,0,0,0,0,0,0,1,1,"0"
24149,49839,0,1,1,0,0,0,0,0,0,1,0,0,"0"
43167,95577,0,1,1,0,0,0,0,0,0,1,0,1,"0"
38747,65730,0,1,1,0,0,0,0,0,0,NA,NA,NA,"0"
30274,49455,0,1,1,0,0,0,0,1,0,0,0,0,"0"
2721,13764,0,1,1,0,0,0,0,1,0,0,0,1,"0"
33633,50575,0,1,1,0,0,0,0,1,0,0,1,0,"0"
17891,23429,0,1,1,0,0,0,0,1,0,NA,NA,NA,"0"
2525,30058,0,1,1,0,0,0,1,0,0,0,0,0,"0"
47080,54928,0,1,1,0,0,0,1,0,0,0,0,1,"0"
28267,46277,0,1,1,0,0,0,1,0,0,0,1,0,"0"
12375,36522,0,1,1,0,0,0,1,0,0,0,1,1,"0"
43153,91487,0,1,1,0,0,0,1,0,0,1,0,0,"0"
86597,96202,0,1,1,0,0,0,1,0,1,0,0,0,"0"
30883,64768,0,1,1,0,0,0,1,0,1,0,1,1,"0"
23056,86680,0,1,1,0,0,0,1,1,0,0,0,0,"0"
32121,32900,0,1,1,0,0,0,1,1,1,1,1,1,"1"
30687,68833,0,1,1,0,0,1,0,0,0,0,0,0,"0"
7658,35499,0,1,1,0,0,1,0,0,0,NA,NA,NA,"0"
43227,99216,0,1,1,0,0,1,0,1,1,1,1,1,"1"
71938,76259,0,1,1,0,0,1,1,0,1,1,1,1,"1"
601,7726,0,1,1,0,0,1,1,1,1,1,1,1,"1"
55021,59815,0,1,1,0,1,0,0,0,0,0,0,0,"1"
30680,35977,0,1,1,0,1,0,0,0,0,0,1,0,"0"
21159,67362,0,1,1,0,1,0,0,0,0,1,0,0,"0"
16744,59815,0,1,1,0,1,0,1,0,1,0,0,0,"0"
15356,73509,0,1,1,0,1,0,1,1,1,1,1,1,"1"
64932,93540,0,1,1,0,1,1,0,1,1,1,1,1,"1"
25149,75995,0,1,1,0,1,1,1,0,1,1,1,1,"1"
52945,67459,0,1,1,0,1,1,1,1,1,1,1,1,"1"
44074,57415,0,1,1,1,0,0,0,0,0,0,0,0,"0"
17138,44693,0,1,1,1,0,0,0,0,0,0,0,1,"0"
33633,76306,0,1,1,1,0,0,0,0,0,0,1,0,"0"
58930,86731,0,1,1,1,0,0,0,0,0,NA,NA,NA,"0"
20828,66816,0,1,1,1,0,1,0,1,1,1,1,1,"1"
53587,57499,0,1,1,1,0,1,1,1,1,1,1,1,"1"
10109,32932,0,1,1,1,1,0,1,0,1,1,1,1,"1"
48973,86900,0,1,1,1,1,0,1,1,1,1,1,1,"1"
49845,72702,0,1,1,1,1,1,0,0,1,1,1,1,"1"
34162,62953,0,1,1,1,1,1,0,1,1,0,0,0,"0"
564,29757,0,1,1,1,1,1,0,1,1,1,1,1,"1"
31691,74425,0,1,1,1,1,1,1,0,1,0,0,0,"0"
5275,18292,0,1,1,1,1,1,1,0,1,1,1,1,"1"
53084,55907,0,1,1,1,1,1,1,1,1,0,0,0,"0"
571,19097,0,1,1,1,1,1,1,1,1,1,1,1,"1"
62936,85222,1,0,0,0,0,0,0,0,0,1,1,1,"0"
89070,91048,1,0,0,0,0,1,1,1,1,1,1,1,"1"
17225,89973,1,0,0,0,1,1,0,1,1,1,1,1,"1"
27695,70684,1,0,0,0,1,1,1,0,1,1,1,1,"1"
43115,70061,1,0,0,0,1,1,1,1,1,1,1,1,"1"
10730,58960,1,0,0,1,0,0,1,1,1,1,1,1,"1"
41850,86207,1,0,0,1,0,1,1,0,1,1,1,1,"1"
30129,40821,1,0,0,1,1,0,0,1,1,1,1,1,"1"
65800,87861,1,0,0,1,1,0,1,0,1,1,1,1,"1"
53657,90393,1,0,0,1,1,1,0,0,1,1,1,1,"1"
13670,37072,1,0,0,1,1,1,0,1,1,1,1,1,"1"
3429,4690,1,0,0,1,1,1,1,0,1,1,1,1,"1"
19355,25166,1,0,0,1,1,1,1,1,1,1,1,1,"1"
16943,64987,1,0,1,0,0,1,0,0,1,1,1,1,"1"
12746,61117,1,0,1,0,0,1,0,1,1,1,1,1,"1"
64,80889,1,0,1,0,0,1,1,0,1,1,1,1,"1"
27599,92510,1,0,1,0,0,1,1,1,1,1,1,1,"1"
10871,35238,1,0,1,0,1,0,0,1,1,1,1,1,"1"
11686,52816,1,0,1,0,1,0,1,0,1,1,1,1,"1"
67361,86052,1,0,1,0,1,1,0,1,1,1,1,1,"1"
35713,89431,1,0,1,0,1,1,1,0,1,1,1,1,"1"
28183,70472,1,0,1,0,1,1,1,1,1,1,1,1,"1"
27204,65494,1,0,1,1,0,0,0,1,1,1,1,1,"1"
2114,18674,1,0,1,1,0,1,0,0,1,1,1,1,"1"
58261,75807,1,0,1,1,0,1,0,1,1,1,1,1,"1"
14416,57850,1,0,1,1,0,1,1,0,1,1,1,1,"1"
14637,41703,1,0,1,1,0,1,1,1,1,1,1,1,"1"
18223,47876,1,0,1,1,1,0,0,0,1,1,1,1,"1"
13658,67780,1,0,1,1,1,0,0,1,1,1,1,1,"1"
5133,17709,1,0,1,1,1,0,1,0,1,1,1,1,"1"
20273,49708,1,0,1,1,1,0,1,1,1,1,1,1,"1"
61619,96786,1,0,1,1,1,1,0,0,1,1,1,1,"1"
11700,36185,1,0,1,1,1,1,0,1,1,1,1,1,"1"
55640,57199,1,0,1,1,1,1,1,0,1,1,1,1,"1"
8028,39949,1,0,1,1,1,1,1,1,1,1,1,1,"1"
36877,87032,1,1,0,0,0,0,0,0,0,0,0,0,"0"
1243,41683,1,1,0,0,0,0,0,1,0,1,0,0,"0"
52712,94569,1,1,0,0,0,1,0,1,0,1,1,1,"1"
4561,68024,1,1,0,0,0,1,1,1,1,1,1,1,"1"
7611,44570,1,1,0,0,1,0,1,0,1,1,1,1,"1"
12441,24598,1,1,0,0,1,0,1,1,1,1,1,1,"1"
49310,81645,1,1,0,0,1,1,0,0,1,1,1,1,"1"
58479,71637,1,1,0,0,1,1,0,1,0,1,1,1,"1"
89605,98204,1,1,0,0,1,1,0,1,1,1,1,1,"1"
29935,49455,1,1,0,0,1,1,0,1,1,NA,NA,NA,"1"
18775,63615,1,1,0,0,1,1,1,0,1,1,1,1,"1"
6885,20703,1,1,0,0,1,1,1,0,1,NA,NA,NA,"1"
26495,86914,1,1,0,0,1,1,1,1,0,0,0,0,"0"
49360,89687,1,1,0,0,1,1,1,1,0,0,0,1,"0"
85111,96842,1,1,0,0,1,1,1,1,0,0,1,0,"0"
30175,58712,1,1,0,0,1,1,1,1,1,1,1,1,"1"
67354,75147,1,1,0,1,0,1,0,0,0,1,1,1,"1"
19670,90811,1,1,0,1,0,1,0,1,0,1,1,1,"1"
52842,53915,1,1,0,1,0,1,0,1,1,1,1,1,"1"
28920,75875,1,1,0,1,0,1,1,0,1,1,1,1,"1"
61897,89181,1,1,0,1,0,1,1,1,1,1,1,1,"1"
15234,85032,1,1,0,1,0,1,1,1,1,NA,NA,NA,"1"
47838,51321,1,1,0,1,1,0,0,0,0,1,1,1,"1"
9869,82812,1,1,0,1,1,0,0,0,1,1,1,1,"1"
54158,80224,1,1,0,1,1,0,0,1,0,1,1,1,"1"
46311,47826,1,1,0,1,1,0,0,1,1,1,1,1,"1"
14629,68913,1,1,0,1,1,0,1,0,1,1,1,1,"1"
59273,91008,1,1,0,1,1,0,1,1,1,1,1,1,"1"
1758,15698,1,1,0,1,1,0,1,1,1,NA,NA,NA,"1"
46665,76599,1,1,0,1,1,1,0,0,0,1,1,1,"1"
87677,87679,1,1,0,1,1,1,0,0,1,1,1,1,"1"
9795,49677,1,1,0,1,1,1,0,1,0,1,1,1,"1"
23056,24877,1,1,0,1,1,1,0,1,1,1,1,1,"1"
13102,18645,1,1,0,1,1,1,0,1,1,NA,NA,NA,"1"
20042,46083,1,1,0,1,1,1,1,0,1,1,1,1,"1"
5332,21587,1,1,0,1,1,1,1,0,1,NA,NA,NA,"1"
39780,64841,1,1,0,1,1,1,1,1,0,0,0,0,"0"
41738,60045,1,1,0,1,1,1,1,1,0,1,1,1,"1"
15608,44858,1,1,0,1,1,1,1,1,1,1,1,1,"1"
38106,97267,1,1,0,1,1,1,1,1,1,NA,NA,NA,"1"
40730,69423,1,1,1,0,0,0,1,1,1,1,1,1,"1"
79145,83857,1,1,1,0,0,1,0,0,1,1,1,1,"1"
37615,48802,1,1,1,0,0,1,0,1,0,1,1,1,"1"
21264,99418,1,1,1,0,0,1,0,1,1,1,1,1,"1"
47967,85585,1,1,1,0,0,1,0,1,1,NA,NA,NA,"1"
65634,71821,1,1,1,0,0,1,1,0,1,1,1,1,"1"
30645,66942,1,1,1,0,0,1,1,1,0,1,1,1,"1"
51443,82017,1,1,1,0,0,1,1,1,1,1,1,1,"1"
72895,77838,1,1,1,0,0,1,1,1,1,NA,NA,NA,"1"
5696,9927,1,1,1,0,1,0,0,0,0,1,1,1,"1"
21874,53634,1,1,1,0,1,0,0,0,1,1,1,1,"1"
11747,58334,1,1,1,0,1,0,0,1,0,1,1,1,"1"
23457,99655,1,1,1,0,1,0,0,1,1,1,1,1,"1"
4578,83839,1,1,1,0,1,0,1,0,1,1,1,1,"1"
18291,82093,1,1,1,0,1,0,1,1,1,1,1,1,"1"
17928,59973,1,1,1,0,1,0,1,1,1,NA,NA,NA,"1"
97954,98229,1,1,1,0,1,1,0,0,0,1,1,1,"1"
32594,48134,1,1,1,0,1,1,0,0,1,1,1,1,"1"
69323,88133,1,1,1,0,1,1,0,1,0,1,1,1,"1"
65341,93495,1,1,1,0,1,1,0,1,1,1,1,1,"1"
7536,45138,1,1,1,0,1,1,0,1,1,NA,NA,NA,"1"
60318,82380,1,1,1,0,1,1,1,0,0,1,1,1,"1"
21359,34833,1,1,1,0,1,1,1,0,1,1,1,1,"1"
35157,76009,1,1,1,0,1,1,1,0,1,NA,NA,NA,"1"
49224,63337,1,1,1,0,1,1,1,1,0,1,1,1,"1"
83015,90565,1,1,1,0,1,1,1,1,1,1,1,1,"1"
69016,82774,1,1,1,0,1,1,1,1,1,NA,NA,NA,"1"
47786,52321,1,1,1,1,0,0,0,0,0,1,1,1,"1"
23458,27357,1,1,1,1,0,0,0,0,1,1,1,1,"1"
2431,38894,1,1,1,1,0,0,0,1,0,1,1,1,"1"
15346,95608,1,1,1,1,0,0,0,1,1,1,1,1,"1"
95387,99711,1,1,1,1,0,0,0,1,1,NA,NA,NA,"1"
13713,21041,1,1,1,1,0,0,1,0,1,1,1,1,"1"
9657,83493,1,1,1,1,0,0,1,1,1,1,1,1,"1"
25553,56983,1,1,1,1,0,1,0,0,0,1,1,1,"1"
15055,98933,1,1,1,1,0,1,0,0,1,1,1,1,"1"
38222,63954,1,1,1,1,0,1,0,0,1,NA,NA,NA,"1"
25585,45839,1,1,1,1,0,1,0,1,0,1,1,1,"1"
88536,93591,1,1,1,1,0,1,0,1,1,1,1,1,"1"
37423,94292,1,1,1,1,0,1,0,1,1,NA,NA,NA,"1"
29735,31850,1,1,1,1,0,1,1,0,0,1,1,1,"1"
199,96711,1,1,1,1,0,1,1,0,1,1,1,1,"1"
3690,53157,1,1,1,1,0,1,1,0,1,NA,NA,NA,"1"
6000,58721,1,1,1,1,0,1,1,1,0,1,1,1,"1"
20521,66988,1,1,1,1,0,1,1,1,1,1,1,1,"1"
41936,92314,1,1,1,1,0,1,1,1,1,NA,NA,NA,"1"
37917,66125,1,1,1,1,1,0,0,0,0,1,1,1,"1"
15088,40282,1,1,1,1,1,0,0,0,1,1,1,1,"1"
1693,66539,1,1,1,1,1,0,0,1,0,1,1,1,"1"
31982,59145,1,1,1,1,1,0,0,1,1,1,1,1,"1"
67015,70344,1,1,1,1,1,0,0,1,1,NA,NA,NA,"1"
26850,29037,1,1,1,1,1,0,1,0,1,1,1,1,"1"
3760,96785,1,1,1,1,1,0,1,0,1,NA,NA,NA,"1"
45687,86303,1,1,1,1,1,0,1,1,0,1,1,1,"1"
50581,88735,1,1,1,1,1,0,1,1,1,1,1,1,"1"
65352,96879,1,1,1,1,1,0,1,1,1,NA,NA,NA,"1"
10229,39497,1,1,1,1,1,1,0,0,0,1,1,1,"1"
48812,65015,1,1,1,1,1,1,0,0,1,1,1,1,"1"
34662,87948,1,1,1,1,1,1,0,0,1,NA,NA,NA,"1"
6585,75580,1,1,1,1,1,1,0,1,0,1,1,1,"1"
31373,47107,1,1,1,1,1,1,0,1,1,1,1,1,"1"
51313,93208,1,1,1,1,1,1,0,1,1,NA,NA,NA,"1"
26642,78146,1,1,1,1,1,1,1,0,0,1,1,1,"1"
363,50540,1,1,1,1,1,1,1,0,1,1,1,1,"1"
53603,89658,1,1,1,1,1,1,1,0,1,NA,NA,NA,"1"
